,nan,transgender female,intersex,fa'afafine,transgender,American football player,Gender fluid,sociologist,transgender male,female creature,male creature,woman,genderqueer,female,male,kathoey
Q2815948|Q1028181|,,,,,,,,,,,,,,,3.0,
Q2815948|Q131062|,,,,,,,,,,,,,,,1.0,
Q2815948|Q202883|,,,,,,,,,,,,,,,1.0,
Q2815948|Q3140857|,,,,,,,,,,,,,,1.0,,
Q2815948|Q36180|,,,,,,,,,,,,,,,1.0,
Q2815948|Q36180|Q42973|Q758780|,,,,,,,,,,,,,,,1.0,
Q2815948|Q42973|,,,,,,,,,,,,,,1.0,5.0,
Q2815948|Q482980|,,,,,,,,,,,,,,,1.0,
Q2815948|Q483501|,,,,,,,,,,,,,,,1.0,
Q2815948|Q5322166|Q36180|,,,,,,,,,,,,,,,1.0,
Q2815948|Q758780|,,,,,,,,,,,,,,,2.0,
Q281795|,,,,,,,,,,,,,,,3.0,
Q282129|,,,,,,,,,,,,,,1.0,,
Q2822767|,,,,,,,,,,,,,,,1.0,
Q2824523|,,,,,,,,,,,,,,,1.0,
Q2824523|Q3128486|,,,,,,,,,,,,,,,1.0,
Q2824534|,,,,,,,,,,,,,,,7.0,
Q2824534|Q189290|Q11900058|,,,,,,,,,,,,,,,1.0,
Q2824534|Q36180|,,,,,,,,,,,,,,,1.0,
Q2824534|Q82955|,,,,,,,,,,,,,,,1.0,
Q2824584|,,,,,,,,,,,,,,,1.0,
Q2826756|,,,,,,,,,,,,,,,2.0,
Q2826758|Q82955|,,,,,,,,,,,,,,,1.0,
Q2827147|,,,,,,,,,,,,,,,3.0,
Q282718|,,,,,,,,,,,,,,1.0,14.0,
Q282718|Q1028181|,,,,,,,,,,,,,,,2.0,
Q282718|Q3391743|Q1281618|,,,,,,,,,,,,,,,1.0,
Q282772|,,,,,,,,,,,,,,,1.0,
Q2828885|,,,,,,,,,,,,,,,1.0,
Q2833480|,,,,,,,,,,,,,,1.0,8.0,
Q2833480|Q33999|,,,,,,,,,,,,,,,1.0,
Q2833480|Q33999|Q2490358|,,,,,,,,,,,,,,,1.0,
Q2833480|Q33999|Q378622|,,,,,,,,,,,,,,,1.0,
Q2833480|Q465501|,,,,,,,,,,,,,,,1.0,
Q2833480|Q7628798|Q36180|Q15982858|,,,,,,,,,,,,,,,1.0,
Q2833480|Q947873|Q17318006|,,,,,,,,,,,,,,,1.0,
Q2837942|Q16031394|,,,,,,,,,,,,,,,1.0,
Q28389|,376.0,,,,,,,,,,,,,799.0,3231.0,
Q28389|Q1028181|,,,,,,,,,,,,,,1.0,4.0,
Q28389|Q1028181|Q49757|,,,,,,,,,,,,,,,1.0,
Q28389|Q1049296|,,,,,,,,,,,,,,1.0,,
Q28389|Q1053574|,,,,,,,,,,,,,,,2.0,
Q28389|Q1053574|Q3282637|,,,,,,,,,,,,,,,1.0,
Q28389|Q10798782|,,,,,,,,,,,,,,,2.0,
Q28389|Q10798782|Q10800557|,,,,,,,,,,,,,,1.0,4.0,
Q28389|Q10798782|Q10800557|Q177220|Q2059704|Q33999|Q2526255|Q488205|,,,,,,,,,,,,,,1.0,,
Q28389|Q10798782|Q10800557|Q2059704|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q10798782|Q10800557|Q245068|Q33999|Q36180|Q214917|,,,,,,,,,,,,,,,1.0,
Q28389|Q10798782|Q10800557|Q2526255|,,,,,,,,,,,,,,2.0,,
Q28389|Q10798782|Q10800557|Q2526255|Q177220|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q10798782|Q10800557|Q2526255|Q2059704|Q33999|Q245068|Q18814623|,,,,,,,,,,,,,,,1.0,
Q28389|Q10798782|Q10800557|Q2526255|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q10798782|Q10800557|Q2526255|Q33999|Q36180|,,,,,,,,,,,,,,1.0,1.0,
Q28389|Q10798782|Q10800557|Q2526255|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q10798782|Q10800557|Q33999|,,,,,,,,,,,,,,2.0,7.0,
Q28389|Q10798782|Q10800557|Q33999|Q177220|Q214917|,,,,,,,,,,,,,,1.0,,
Q28389|Q10798782|Q10800557|Q33999|Q245068|Q482980|,,,,,,,,,,,,,,,1.0,
Q28389|Q10798782|Q10800557|Q33999|Q36180|,,,,,,,,,,,,,,1.0,,
Q28389|Q10798782|Q10800557|Q33999|Q6625963|,,,,,,,,,,,,,,,1.0,
Q28389|Q10798782|Q10800557|Q33999|Q753110|,,,,,,,,,,,,,,,1.0,
Q28389|Q10798782|Q10800557|Q36180|Q3282637|Q2405480|Q1248362|,,,,,,,,,,,,,,1.0,,
Q28389|Q10798782|Q2526255|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q10798782|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q10798782|Q33999|Q10800557|Q82955|Q2722764|Q482980|,,,,,,,,,,,,,,,1.0,
Q28389|Q10800557|Q2526255|,,,,,,,,,,,,,,,1.0,
Q28389|Q10800557|Q2526255|Q33999|,,,,,,,,,,,,,,,2.0,
Q28389|Q10800557|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q10800557|Q33999|Q2526255|,,,,,,,,,,,,,,,1.0,
Q28389|Q10800557|Q33999|Q3282637|Q2526255|Q36180|Q639669|Q2405480|,,,,,,,,,,,,,,,1.0,
Q28389|Q1086863|Q482980|,,,,,,,,,,,,,,1.0,,
Q28389|Q1086863|Q6625963|,,,,,,,,,,,,,,1.0,,
Q28389|Q11063|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q1114448|,,,,,,,,,,,,,,,2.0,
Q28389|Q1114448|Q482980|,,,,,,,,,,,,,,,1.0,
Q28389|Q11499012|,,,,,,,,,,,,,,,1.0,
Q28389|Q11900058|,,,,,,,,,,,,,,,1.0,
Q28389|Q1198887|Q33999|Q177220|,,,,,,,,,,,,,,,1.0,
Q28389|Q1208175|,,,,,,,,,,,,,,,1.0,
Q28389|Q1208175|Q33231|,,,,,,,,,,,,,,,1.0,
Q28389|Q1231865|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q1234713|,,,,,,,,,,,,,,,1.0,
Q28389|Q1235146|Q2526255|,,,,,,,,,,,,,,,1.0,
Q28389|Q1248362|,,,,,,,,,,,,,,,5.0,
Q28389|Q1248362|Q222344|,,,,,,,,,,,,,,,1.0,
Q28389|Q1263187|,,,,,,,,,,,,,,1.0,,
Q28389|Q1281618|Q1028181|,,,,,,,,,,,,,,,1.0,
Q28389|Q1281618|Q482980|Q6625963|,,,,,,,,,,,,,,,1.0,
Q28389|Q131524|,,,,,,,,,,,,,,,2.0,
Q28389|Q1323191|,,,,,,,,,,,,,,,1.0,
Q28389|Q1344174|,,,,,,,,,,,,,,1.0,,
Q28389|Q15214752|,,,,,,,,,,,,,,1.0,,
Q28389|Q15296811|,,,,,,,,,,,,,,,2.0,
Q28389|Q15296811|Q715301|,,,,,,,,,,,,,,,1.0,
Q28389|Q1569495|Q3387717|,,,,,,,,,,,,,,,1.0,
Q28389|Q15809665|,,,,,,,,,,,,,,,4.0,
Q28389|Q15809665|Q1930187|Q42909|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q15809665|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q15978391|Q16287483|Q1476215|Q82955|Q2722764|,,,,,,,,,,,,,,,1.0,
Q28389|Q15978466|Q33999|Q482980|Q1930187|,,,,,,,,,,,,,,,1.0,
Q28389|Q1607826|,,,,,,,,,,,,,,,1.0,
Q28389|Q1607826|Q2526255|Q222344|Q3282637|Q7042855|,,,,,,,,,,,,,,,1.0,
Q28389|Q16145150|,,,,,,,,,,,,,,1.0,,
Q28389|Q17489339|Q201788|Q482980|,,,,,,,,,,,,,,,1.0,
Q28389|Q17489339|Q482980|Q201788|,,,,,,,,,,,,,,,1.0,
Q28389|Q1759246|,,,,,,,,,,,,,,,1.0,
Q28389|Q177220|,,,,,,,,,,,,,,1.0,1.0,
Q28389|Q177220|Q33999|,,,,,,,,,,,,,,2.0,1.0,
Q28389|Q177220|Q33999|Q3282637|Q2405480|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q177220|Q482980|,,,,,,,,,,,,,,1.0,,
Q28389|Q177220|Q753110|,,,,,,,,,,,,,,1.0,,
Q28389|Q1792450|Q36180|Q1028181|,,,,,,,,,,,,,,,1.0,
Q28389|Q182436|Q482980|,,,,,,,,,,,,,,,1.0,
Q28389|Q183888|,,,,,,,,,,,,,,,1.0,
Q28389|Q183945|,,,,,,,,,,,,,,,1.0,
Q28389|Q188094|Q82955|Q6625963|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q189290|,,,,,,,,,,,,,,,1.0,
Q28389|Q189290|Q3282637|Q214917|Q8178443|,,,,,,,,,,,,,,,1.0,
Q28389|Q191633|Q715301|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|,,,,,,,,,,,,,,15.0,47.0,
Q28389|Q1930187|Q1248362|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q15214752|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q1900167|Q482980|Q333634|,,,,,,,,,,,,,,1.0,,
Q28389|Q1930187|Q2059704|,,,,,,,,,,,,,,1.0,,
Q28389|Q1930187|Q214917|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q2526255|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q2526255|Q6625963|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q3282637|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q36180|,,,,,,,,,,,,,,,9.0,
Q28389|Q1930187|Q36180|Q333634|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q36180|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q36180|Q6625963|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q482980|,,,,,,,,,,,,,,13.0,53.0,
Q28389|Q1930187|Q482980|Q1028181|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q482980|Q18814623|,,,,,,,,,,,,,,1.0,,
Q28389|Q1930187|Q482980|Q201788|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q482980|Q245068|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q482980|Q2516866|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q482980|Q2722764|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q482980|Q333634|,,,,,,,,,,,,,,,2.0,
Q28389|Q1930187|Q482980|Q333634|Q49757|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q482980|Q6625963|Q214917|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q482980|Q947873|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q487596|Q36180|Q1248362|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q49757|Q333634|Q6625963|Q4964182|Q214917|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q6625963|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q6625963|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q753110|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q82955|,,,,,,,,,,,,,,,1.0,
Q28389|Q1930187|Q82955|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q193391|Q482980|Q3492027|,,,,,,,,,,,,,,,1.0,
Q28389|Q201788|,,,,,,,,,,,,,,1.0,1.0,
Q28389|Q201788|Q482980|Q1930187|,,,,,,,,,,,,,,,1.0,
Q28389|Q201788|Q482980|Q6625963|Q11774202|,,,,,,,,,,,,,,,1.0,
Q28389|Q2059704|,,,,,,,,,,,,,,2.0,14.0,
Q28389|Q2059704|Q2526255|,,,,,,,,,,,,,,2.0,3.0,
Q28389|Q2059704|Q2526255|Q33999|Q36180|Q3282637|Q639669|Q2405480|Q266569|Q488205|Q36834|,,,,,,,,,,,,,,,1.0,
Q28389|Q2059704|Q2526255|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q2059704|Q33231|,,,,,,,,,,,,,,,1.0,
Q28389|Q2059704|Q33999|,,,,,,,,,,,,,,,3.0,
Q28389|Q2059704|Q33999|Q36180|Q3282637|,,,,,,,,,,,,,,,1.0,
Q28389|Q2059704|Q36180|Q333634|Q644687|Q266569|Q49757|Q2526255|Q2405480|Q15296811|,,,,,,,,,,,,,,,1.0,
Q28389|Q2059704|Q578109|,,,,,,,,,,,,,,,1.0,
Q28389|Q2059704|Q578109|Q3282637|Q40348|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q212980|Q482980|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|,1.0,,,,,,,,,,,,,14.0,74.0,
Q28389|Q214917|Q10798782|Q10800557|Q2526255|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q1086863|Q1930187|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q1759246|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q1930187|,,,,,,,,,,,,,,,2.0,
Q28389|Q214917|Q1930187|Q49757|Q482980|Q33231|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q2526255|,,,,,,,,,,,,,,,2.0,
Q28389|Q214917|Q2526255|Q3282637|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q2526255|Q3282637|Q482980|,,,,,,,,,,,,,,,2.0,
Q28389|Q214917|Q2526255|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q2526255|Q33999|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q2526255|Q36180|Q8178443|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q3282637|Q10798782|Q10800557|Q3387717|Q2526255|Q33999|Q8178443|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q333634|Q36180|Q82955|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q3387717|Q33999|Q2526255|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q33999|Q36180|Q1248362|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q36180|,,,,,,,,,,,,,,2.0,21.0,
Q28389|Q214917|Q36180|Q1930187|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q36834|,,,,,,,,,,,,,,,2.0,
Q28389|Q214917|Q482980|,,,,,,,,,,,,,,1.0,1.0,
Q28389|Q214917|Q482980|Q1930187|Q18814623|Q11774202|,,,,,,,,,,,,,,1.0,,
Q28389|Q214917|Q482980|Q49757|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q482980|Q6625963|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q49757|Q333634|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q49757|Q36180|Q2526255|Q1028181|Q333634|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q578109|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q644687|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q6625963|,,,,,,,,,,,,,,,2.0,
Q28389|Q214917|Q6625963|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q214917|Q715301|,,,,,,,,,,,,,,,1.0,
Q28389|Q222344|,,,,,,,,,,,,,,1.0,22.0,
Q28389|Q222344|Q2526255|,,,,,,,,,,,,,,1.0,6.0,
Q28389|Q222344|Q2526255|Q2059704|,,,,,,,,,,,,,,,1.0,
Q28389|Q222344|Q3282637|,,,,,,,,,,,,,,1.0,4.0,
Q28389|Q222344|Q3282637|Q7042855|,,,,,,,,,,,,,,1.0,2.0,
Q28389|Q222344|Q3282637|Q7042855|Q2526255|,,,,,,,,,,,,,,,1.0,
Q28389|Q222344|Q33231|Q1248362|,,,,,,,,,,,,,,,1.0,
Q28389|Q222344|Q482980|,,,,,,,,,,,,,,,3.0,
Q28389|Q222344|Q7042855|,,,,,,,,,,,,,,,1.0,
Q28389|Q222344|Q7042855|Q1414443|,,,,,,,,,,,,,,,1.0,
Q28389|Q2405480|,,,,,,,,,,,,,,,2.0,
Q28389|Q2405480|Q1281618|Q482980|,,,,,,,,,,,,,,,1.0,
Q28389|Q245068|Q33999|,,,,,,,,,,,,,,,3.0,
Q28389|Q2516852|,,,,,,,,,,,,,,1.0,,
Q28389|Q2516866|,,,,,,,,,,,,,,,1.0,
Q28389|Q2516866|Q2526255|Q482980|,,,,,,,,,,,,,,1.0,,
Q28389|Q2526255|,4.0,,,,,,,,,,,,,60.0,491.0,
Q28389|Q2526255|Q10800557|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q121594|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q131524|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q14467526|Q333634|Q18814623|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q14467526|Q333634|Q6625963|Q49757|Q11774202|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q15296811|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q15809665|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q15809665|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q15809665|Q482980|,,,,,,,,,,,,,,,2.0,
Q28389|Q2526255|Q17504672|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q183945|,,,,,,,,,,,,,,1.0,,
Q28389|Q2526255|Q1930187|,,,,,,,,,,,,,,,7.0,
Q28389|Q2526255|Q1930187|Q18814623|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q1930187|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q1930187|Q482980|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q1930187|Q482980|Q333634|Q6625963|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q2059704|,,,,,,,,,,,,,,1.0,5.0,
Q28389|Q2526255|Q2059704|Q36180|,,,,,,,,,,,,,,1.0,1.0,
Q28389|Q2526255|Q2059704|Q578109|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q214917|,,,,,,,,,,,,,,1.0,1.0,
Q28389|Q2526255|Q214917|Q3282637|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q214917|Q333634|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q222344|,1.0,,,,,,,,,,,,,,2.0,
Q28389|Q2526255|Q222344|Q3282637|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q2405480|Q148401|Q483501|Q266569|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q266569|,,,,,,,,,,,,,,,6.0,
Q28389|Q2526255|Q3282637|,,,,,,,,,,,,,,9.0,98.0,
Q28389|Q2526255|Q3282637|Q1415090|Q7042855|Q36834|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q177220|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q1930187|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q1930187|Q482980|Q18814623|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q214917|,,,,,,,,,,,,,,2.0,1.0,
Q28389|Q2526255|Q3282637|Q266569|,,,,,,,,,,,,,,,2.0,
Q28389|Q2526255|Q3282637|Q2722764|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q33231|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q33999|,,,,,,,,,,,,,,,5.0,
Q28389|Q2526255|Q3282637|Q33999|Q266569|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q36180|,,,,,,,,,,,,,,3.0,7.0,
Q28389|Q2526255|Q3282637|Q36180|Q1930187|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q36180|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q36180|Q33999|Q214917|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q36834|,,,,,,,,,,,,,,1.0,,
Q28389|Q2526255|Q3282637|Q40348|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q482980|,,,,,,,,,,,,,,,3.0,
Q28389|Q2526255|Q3282637|Q482980|Q214917|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q578109|Q2059704|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q578109|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q6625963|,,,,,,,,,,,,,,1.0,,
Q28389|Q2526255|Q3282637|Q6625963|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3282637|Q7042855|,,,,,,,,,,,,,,,2.0,
Q28389|Q2526255|Q3282637|Q706364|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q33231|,,,,,,,,,,,,,,2.0,2.0,
Q28389|Q2526255|Q33231|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q3387717|,,,,,,,,,,,,,,1.0,1.0,
Q28389|Q2526255|Q33999|,,,,,,,,,,,,,,2.0,31.0,
Q28389|Q2526255|Q33999|Q1281618|Q482980|,,,,,,,,,,,,,,1.0,,
Q28389|Q2526255|Q33999|Q214917|Q49757|Q483501|Q6625963|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q33999|Q245068|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q33999|Q3282637|,,,,,,,,,,,,,,1.0,6.0,
Q28389|Q2526255|Q33999|Q36180|,,,,,,,,,,,,,,,4.0,
Q28389|Q2526255|Q36180|,,,,,,,,,,,,,,3.0,14.0,
Q28389|Q2526255|Q36180|Q1231865|Q214917|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q36180|Q13235160|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q36180|Q214917|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q36180|Q222344|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q36180|Q49757|Q6625963|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q36180|Q578109|Q214917|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q36180|Q644687|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q36180|Q6625963|,,,,,,,,,,,,,,,2.0,
Q28389|Q2526255|Q36834|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q36834|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q4773904|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q482980|,,,,,,,,,,,,,,,17.0,
Q28389|Q2526255|Q482980|Q1930187|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q482980|Q6625963|,,,,,,,,,,,,,,,4.0,
Q28389|Q2526255|Q488205|Q36834|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q49757|,,,,,,,,,,,,,,1.0,,
Q28389|Q2526255|Q578109|,,,,,,,,,,,,,,1.0,1.0,
Q28389|Q2526255|Q578109|Q3282637|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q627325|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q6625963|,,,,,,,,,,,,,,2.0,2.0,
Q28389|Q2526255|Q6625963|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q7042855|,,,,,,,,,,,,,,,4.0,
Q28389|Q2526255|Q7042855|Q222344|Q33231|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q7042855|Q3282637|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q753110|,,,,,,,,,,,,,,,2.0,
Q28389|Q2526255|Q81096|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q8178443|,,,,,,,,,,,,,,,1.0,
Q28389|Q2526255|Q82955|,,,,,,,,,,,,,,,2.0,
Q28389|Q266569|,2.0,,,,,,,,,,,,,,12.0,
Q28389|Q266569|Q1114448|Q2526255|,,,,,,,,,,,,,,,1.0,
Q28389|Q266569|Q2526255|,,,,,,,,,,,,,,,3.0,
Q28389|Q266569|Q2526255|Q3282637|,,,,,,,,,,,,,,,1.0,
Q28389|Q266569|Q36834|,,,,,,,,,,,,,,,1.0,
Q28389|Q2707485|,,,,,,,,,,,,,,,1.0,
Q28389|Q2722764|,,,,,,,,,,,,,,1.0,5.0,
Q28389|Q2917466|,,,,,,,,,,,,,,1.0,,
Q28389|Q3026032|,,,,,,,,,,,,,,,2.0,
Q28389|Q3089940|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|,,,,,,,,,,,,,,41.0,289.0,
Q28389|Q3282637|Q10798782|Q10800557|,,,,,,,,,,,,,,,6.0,
Q28389|Q3282637|Q10798782|Q10800557|Q177220|Q33999|,,,,,,,,,,,,,,1.0,,
Q28389|Q3282637|Q10798782|Q10800557|Q2526255|,,,,,,,,,,,,,,1.0,12.0,
Q28389|Q3282637|Q10798782|Q10800557|Q2526255|Q2405480|Q18814623|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q10798782|Q10800557|Q2526255|Q33999|,,,,,,,,,,,,,,3.0,8.0,
Q28389|Q3282637|Q10798782|Q10800557|Q2526255|Q33999|Q189290|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q10798782|Q10800557|Q2526255|Q33999|Q214917|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q10798782|Q10800557|Q2526255|Q33999|Q2722764|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q10798782|Q10800557|Q2526255|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q10798782|Q10800557|Q33999|,,,,,,,,,,,,,,2.0,13.0,
Q28389|Q3282637|Q10798782|Q10800557|Q33999|Q214917|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q10798782|Q10800557|Q33999|Q2405480|,,,,,,,,,,,,,,1.0,1.0,
Q28389|Q3282637|Q10798782|Q10800557|Q33999|Q2526255|,,,,,,,,,,,,,,2.0,,
Q28389|Q3282637|Q10798782|Q177220|Q2059704|Q2526255|Q33999|Q488205|Q2405480|Q266569|Q36180|Q36834|Q15981151|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q10798782|Q2526255|Q33999|,,,,,,,,,,,,,,1.0,,
Q28389|Q3282637|Q10800557|Q2526255|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q10800557|Q2526255|Q33999|Q639669|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q10800557|Q2526255|Q7042855|Q36180|Q33999|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q1248362|,,,,,,,,,,,,,,,2.0,
Q28389|Q3282637|Q1248362|Q7042855|Q222344|Q2526255|Q36834|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q15809665|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q1930187|,,,,,,,,,,,,,,1.0,4.0,
Q28389|Q3282637|Q1930187|Q214917|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q1930187|Q36180|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q1930187|Q482980|,,,,,,,,,,,,,,,3.0,
Q28389|Q3282637|Q2059704|,,,,,,,,,,,,,,,1.0,
Q28389|Q3282637|Q2059704|Q2526255|,,,,,,,,,,,,,,1.0,,
