,nan,transgender female,intersex,fa'afafine,transgender male,female animal,male animal,woman,genderqueer,female,male,kathoey
Q24973,,,,,,,,,,,2.0,
Q2497358,,,,,,,,,,,1.0,
Q2497402,,,,,,,,,,,1.0,
Q249742,,,,,,,,,,,1.0,
Q2497429,,,,,,,,,,,1.0,
Q2497499,,,,,,,,,,,1.0,
Q249754,,,,,,,,,,,1.0,
Q249755,,,,,,,,,,,2.0,
Q2497617,,,,,,,,,,,1.0,
Q2497672,,,,,,,,,,,1.0,
Q2497686,,,,,,,,,,,1.0,
Q2497784,,,,,,,,,,1.0,,
Q2497878,,,,,,,,,,,1.0,
Q2497949,,,,,,,,,,,1.0,
Q249806,,,,,,,,,,,1.0,
Q249827,,,,,,,,,,1.0,,
Q2498325,,,,,,,,,,,1.0,
Q249852,,,,,,,,,,2.0,26.0,
Q249868,,,,,,,,,,,2.0,
Q2498699,,,,,,,,,,,1.0,
Q249871,,,,,,,,,,,1.0,
Q2498730,,,,,,,,,,,1.0,
Q2498737,,,,,,,,,,,1.0,
Q2498818,,,,,,,,,,,1.0,
Q2498834,,,,,,,,,,,1.0,
Q249884,,,,,,,,,,3.0,29.0,
Q249894,,,,,,,,,,,1.0,
Q2498985,,,,,,,,,,,1.0,
Q249904,,,,,,,,,,1.0,,
Q2499052,,,,,,,,,,,1.0,
Q249906,,,,,,,,,,,1.0,
Q24991,,,,,,,,,,,5.0,
Q2499214,,,,,,,,,,1.0,,
Q2499257,,,,,,,,,,,1.0,
Q2499310,,,,,,,,,,,2.0,
Q2499345,,,,,,,,,,,3.0,
Q249935,,,,,,,,,,1.0,,
Q2499358,,,,,,,,,,,3.0,
Q2499366,,,,,,,,,,,2.0,
Q249937,,,,,,,,,,1.0,,
Q2499386,,,,,,,,,,1.0,,
Q249941,,,,,,,,,,,1.0,
Q2499535,,,,,,,,,,,1.0,
Q24997,,,,,,,,,,1.0,,
Q2499804,,,,,,,,,,,1.0,
Q2499873,,,,,,,,,,,1.0,
Q2499899,,,,,,,,,,,1.0,
Q2499938,,,,,,,,,,,1.0,
Q249994,,,,,,,,,,4.0,6.0,
Q249995,,,,,,,,,,1.0,2.0,
Q249996,,,,,,,,,,1.0,3.0,
Q25,,,,,,,,,,22.0,64.0,
Q2500063,,,,,,,,,,,1.0,
Q250024,,,,,,,,,,,2.0,
Q250030,,,,,,,,,,,1.0,
Q250055,,,,,,,,,,1.0,,
Q2500754,,,,,,,,,,,2.0,
Q2500789,,,,,,,,,,,1.0,
Q2500870,,,,,,,,,,,1.0,
Q2500949,,,,,,,,,,1.0,,
Q2500974,,,,,,,,,,2.0,19.0,
Q250139,,,,,,,,,,,1.0,
Q2501395,,,,,,,,,,,1.0,
Q2501423,,,,,,,,,,,1.0,
Q2501786,,,,,,,,,,,1.0,
Q2501809,,,,,,,,,,,1.0,
Q250183,,,,,,,,,,,1.0,
Q250189,,,,,,,,,,,2.0,
Q250191,,,,,,,,,,,2.0,
Q2501955,,,,,,,,,,,2.0,
Q2502014,,,,,,,,,,,2.0,
Q2502180,,,,,,,,,,1.0,1.0,
Q2502256,,,,,,,,,,,2.0,
Q2502337,,,,,,,,,,,1.0,
Q250253,,,,,,,,,,,1.0,
Q2502578,,,,,,,,,,,1.0,
Q2502697,,,,,,,,,,,1.0,
Q2502864,,,,,,,,,,1.0,,
Q2502982,,,,,,,,,,1.0,,
Q25031,,,,,,,,,,,2.0,
Q2503268,,,,,,,,,,,1.0,
Q2503300,,,,,,,,,,,1.0,
Q2503361,,,,,,,,,,,1.0,
Q2503419,,,,,,,,,,1.0,,
Q25036,,,,,,,,,,1.0,5.0,
Q2503857,,,,,,,,,,,1.0,
Q2503872,,,,,,,,,,,1.0,
Q250399,,,,,,,,,,,2.0,
Q2504015,,,,,,,,,,,1.0,
Q250485,,,,,,,,,,,3.0,
Q2504960,,,,,,,,,,,1.0,
Q250531,,,,,,,,,,1.0,5.0,
Q250555,,,,,,,,,,,2.0,
Q2505577,,,,,,,,,,1.0,,
Q25056,,,,,,,,,,,1.0,
Q2505676,,,,,,,,,,,1.0,
Q2505700,,,,,,,,,,,1.0,
Q2505969,,,,,,,,,,,1.0,
Q2506033,,,,,,,,,,,1.0,
Q250626,,,,,,,,,,,1.0,
Q2506369,,,,,,,,,,,2.0,
Q250655,,,,,,,,,,1.0,,
Q25066,,,,,,,,,,,4.0,
Q2506794,,,,,,,,,,,1.0,
Q250700,,,,,,,,,,,1.0,
Q2507124,,,,,,,,,,,2.0,
Q2507235,,,,,,,,,,,1.0,
Q250733,,,,,,,,,,,1.0,
Q2507385,,,,,,,,,,,1.0,
Q250742,,,,,,,,,,,1.0,
Q250746,,,,,,,,,,1.0,,
Q25076,,,,,,,,,,,12.0,
Q2507703,,,,,,,,,,1.0,,
Q2507853,,,,,,,,,,,1.0,
Q250814,,,,,,,,,,,1.0,
Q2508168,,,,,,,,,,,1.0,
Q25082,,,,,,,,,,,2.0,
Q250832,,,,,,,,,,,6.0,
Q2508369,,,,,,,,,,1.0,,
Q25084,,,,,,,,,,,1.0,
Q2508487,,,,,,,,,,,2.0,
Q2508511,,,,,,,,,,,1.0,
Q250866,,,,,,,,,,1.0,1.0,
Q250887,,,,,,,,,,,1.0,
Q2508961,,,,,,,,,,,1.0,
Q2509021,,,,,,,,,,,1.0,
Q2509062,,,,,,,,,,1.0,,
Q2509222,,,,,,,,,,,1.0,
Q2509310,,,,,,,,,,3.0,3.0,
Q250937,,,,,,,,,,,3.0,
Q2509414,,,,,,,,,,,1.0,
Q2509417,,,,,,,,,,,1.0,
Q250953,,,,,,,,,,1.0,,
Q25096,,,,,,,,,,2.0,,
Q2509609,,,,,,,,,,2.0,1.0,
Q2509805,,,,,,,,,,,1.0,
Q250982,,,,,,,,,,,8.0,
Q250984,,,,,,,,,,5.0,17.0,
Q2509866,,,,,,,,,,,3.0,
Q2509912,,,,,,,,,,,2.0,
Q250998,,,,,,,,,,,1.0,
Q251022,,,,,,,,,,2.0,4.0,
Q251024,,,,,,,,,,,1.0,
Q2510445,,,,,,,,,,,1.0,
Q251065,,,,,,,,,,2.0,8.0,
Q2510662,,,,,,,,,,,1.0,
Q251091,,,,,,,,,,,2.0,
Q25110,,,,,,,,,,,1.0,
Q2511213,,,,,,,,,,1.0,,
Q2511250,,,,,,,,,,1.0,1.0,
Q251127,,,,,,,,,,,1.0,
Q251130,,,,,,,,,,,2.0,
Q251136,,,,,,,,,,,4.0,
Q251137,,,,,,,,,,,5.0,
Q2511402,,,,,,,,,,,1.0,
Q251141,,,,,,,,,,,2.0,
Q251149,,,,,,,,,,,1.0,
Q2511632,,,,,,,,,,,2.0,
Q251170,,,,,,,,,,3.0,,
Q2511774,,,,,,,,,,,1.0,
Q251191,,,,,,,,,,,1.0,
Q2511931,,,,,,,,,,1.0,,
Q251209,,,,,,,,,,,1.0,
Q2512143,,,,,,,,,,,1.0,
Q2512267,,,,,,,,,,,1.0,
Q251231,,,,,,,,,,1.0,8.0,
Q2512464,,,,,,,,,,,1.0,
Q251254,,,,,,,,,,,1.0,
Q251267,,,,,,,,,,,1.0,
Q251277,,,,,,,,,,,2.0,
Q2512787,,,,,,,,,,,1.0,
Q25129,,,,,,,,,,,1.0,
Q25130,,,,,,,,,,,1.0,
Q2513096,,,,,,,,,,,2.0,
Q251325,,,,,,,,,,2.0,9.0,
Q251329,,,,,,,,,,,3.0,
Q2513439,,,,,,,,,,,1.0,
Q25135,,,,,,,,,,,1.0,
Q25136,,,,,,,,,,,3.0,
Q25137,,,,,,,,,,,1.0,
Q251414,,,,,,,,,,,1.0,
Q251420,,,,,,,,,,,2.0,
Q251439,,,,,,,,,,,8.0,
Q2514459,,,,,,,,,,,5.0,
Q2514839,,,,,,,,,,,2.0,
Q2514856,,,,,,,,,,,2.0,
Q2514869,,,,,,,,,,,1.0,
Q2514944,,,,,,,,,,1.0,1.0,
Q2514982,,,,,,,,,,,1.0,
Q251517,,,,,,,,,,,1.0,
Q2515279,,,,,,,,,,,1.0,
Q2515746,,,,,,,,,,,2.0,
Q25160,,,,,,,,,,,2.0,
Q2516053,,,,,,,,,,,1.0,
Q2516125,,,,,,,,,,,1.0,
Q251630,,,,,,,,,,,1.0,
Q251631,,,,,,,,,,,1.0,
Q25166,,,,,,,,,,,5.0,
Q2516663,,,,,,,,,,,3.0,
Q2516687,,,,,,,,,,,2.0,
Q251677,,,,,,,,,,,2.0,
Q251678,,,,,,,,,,,7.0,
Q251689,,,,,,,,,,1.0,7.0,
Q2516913,,,,,,,,,,,1.0,
Q25171,,,,,,,,,,,6.0,
Q2517177,,,,,,,,,,,1.0,
Q2517258,,,,,,,,,,,2.0,
Q2517278,,,,,,,,,,,1.0,
Q251731,,,,,,,,,,1.0,9.0,
Q2517654,,,,,,,,,,,1.0,
Q251778,,,,,,,,,,,1.0,
Q25179,,,,,,,,,,1.0,1.0,
Q2518165,,,,,,,,,,,1.0,
Q251823,,,,,,,,,,,1.0,
Q25184,,,,,,,,,,,2.0,
Q2518620,,,,,,,,,,,1.0,
Q25189,,,,,,,,,,,2.0,
Q251903,,,,,,,,,,,3.0,
Q251940,,,,,,,,,,,1.0,
Q2519520,,,,,,,,,,,1.0,
Q2519774,,,,,,,,,,,1.0,
Q25198,,,,,,,,,,,3.0,
Q2519886,,,,,,,,,,,1.0,
Q25199,,,,,,,,,,,1.0,
Q252,,,,,,,,,,10.0,17.0,
Q25202,,,,,,,,,,,1.0,
Q252020,,,,,,,,,,,2.0,
Q2520296,,,,,,,,,,,1.0,
Q25203,,,,,,,,,,,1.0,
Q2520337,,,,,,,,,,,1.0,
Q252038,,,,,,,,,,,1.0,
Q25204,,,,,,,,,,,2.0,
Q2520468,,,,,,,,,,,1.0,
Q2520566,,,,,,,,,,1.0,7.0,
Q25206,,,,,,,,,,,10.0,
Q252061,,,,,,,,,,,1.0,
Q252085,,,,,,,,,,,4.0,
Q25210,,,,,,,,,,,2.0,
Q25211,,,,,,,,,,,3.0,
Q2521176,,,,,,,,,,,1.0,
Q2521179,,,,,,,,,,,1.0,
Q252119,,,,,,,,,,1.0,,
Q25213,,,,,,,,,,1.0,15.0,
Q252138,,,,,,,,,,,2.0,
Q25214,,,,,,,,,,,4.0,
Q25215,,,,,,,,,,,6.0,
Q25216,,,,,,,,,,1.0,5.0,
Q25217,,,,,,,,,,,1.0,
Q25218,,,,,,,,,,1.0,1.0,
Q2521805,,,,,,,,,,,1.0,
Q252197,,,,,,,,,,,7.0,
Q252205,,,,,,,,,,,1.0,
Q252214,,,,,,,,,,1.0,3.0,
Q252226,,,,,,,,,,,1.0,
Q2522343,,,,,,,,,,1.0,,
Q252256,,,,,,,,,,1.0,,
Q25227,,,,,,,,,,,1.0,
Q25228,,,,,,,,,,,3.0,
Q252295,,,,,,,,,,,1.0,
Q25230,,,,,,,,,,5.0,20.0,
Q2523099,,,,,,,,,,2.0,3.0,
Q2523159,,,,,,,,,,,1.0,
Q252320,,,,,,,,,,,4.0,
Q252325,,,,,,,,,,1.0,,
Q2523347,,,,,,,,,,,2.0,
Q2523382,,,,,,,,,,,1.0,
Q2523392,,,,,,,,,,,1.0,
Q2523428,,,,,,,,,,,3.0,
Q252343,,,,,,,,,,,5.0,
Q2523481,,,,,,,,,,,1.0,
Q25235,,,,,,,,,,,2.0,
Q2523657,,,,,,,,,,,1.0,
Q2523741,,,,,,,,,,,1.0,
Q2523774,,,,,,,,,,,1.0,
Q2523806,,,,,,,,,,,1.0,
Q2523927,,,,,,,,,,,1.0,
Q2524180,,,,,,,,,,,1.0,
Q2524209,,,,,,,,,,,1.0,
Q252426,,,,,,,,,,,1.0,
Q252437,,,,,,,,,,,1.0,
Q252446,,,,,,,,,,,1.0,
Q2524626,,,,,,,,,,,1.0,
Q2524629,,,,,,,,,,1.0,,
Q252466,,,,,,,,,,,7.0,
Q252510,,,,,,,,,,,2.0,
Q252512,,,,,,,,,,,1.0,
Q2525207,,,,,,,,,,,1.0,
Q2525228,,,,,,,,,,1.0,,
Q252537,,,,,,,,,,2.0,5.0,
Q252543,,,,,,,,,,,1.0,
Q2525773,,,,,,,,,,1.0,1.0,
Q252579,,,,,,,,,,,1.0,
Q2525875,,,,,,,,,,,1.0,
Q252595,,,,,,,,,,,1.0,
Q252597,,,,,,,,,,,1.0,
Q2526099,,,,,,,,,,,2.0,
Q25262,,,,,,,,,,,2.0,
Q25263,,,,,,,,,,1.0,4.0,
Q2526316,,,,,,,,,,,1.0,
Q252660,,,,,,,,,,3.0,2.0,
Q252674,,,,,,,,,,,5.0,
Q25270,,,,,,,,,,13.0,46.0,
Q252705,,,,,,,,,,,1.0,
Q252744,,,,,,,,,,,1.0,
Q252755,,,,,,,,,,1.0,,
Q2527605,,,,,,,,,,,1.0,
Q25277,,,,,,,,,,,1.0,
Q2527715,,,,,,,,,,,1.0,
Q252772,,,,,,,,,,1.0,39.0,
Q25279,,,,,,,,,,3.0,6.0,
Q2527930,,,,,,,,,,,1.0,
Q25280,,,,,,,,,,10.0,64.0,
Q2528064,,,,,,,,,,,1.0,
Q25281,,,,,,,,,,1.0,2.0,
Q25282,,,,,,,,,,1.0,2.0,
Q252822,,,,,,,,,,,1.0,
Q252834,,,,,,,,,,1.0,1.0,
Q25286,1.0,,,,,,,,,76.0,329.0,
Q2528602,,,,,,,,,,1.0,3.0,
Q25287,,,,,,,,,,49.0,290.0,
Q2528717,,,,,,,,,,1.0,2.0,
Q2528795,,,,,,,,,,,1.0,
Q2528834,,,,,,,,,,,1.0,
Q2529053,,,,,,,,,,,1.0,
Q2529127,,,,,,,,,,,2.0,
Q25294,,,,,,,,,,1.0,,
Q252949,,,,,,,,,,1.0,,
Q2529554,,,,,,,,,,2.0,1.0,
Q252974,,,,,,,,,,,1.0,
Q2529786,,,,,,,,,,,1.0,
Q252982,,,,,,,,,,,2.0,
Q2529861,,,,,,,,,,,1.0,
Q2529868,,,,,,,,,,,1.0,
Q2529921,,,,,,,,,,,1.0,
Q253003,,,,,,,,,,1.0,9.0,
Q25302,,,,,,,,,,8.0,77.0,
Q2530290,,,,,,,,,,,1.0,
Q253035,,,,,,,,,,1.0,,
Q25304,,,,,,,,,,1.0,3.0,
Q253042,,,,,,,,,,,1.0,
Q2530517,,,,,,,,,,,1.0,
Q2530557,,,,,,,,,,2.0,,
Q2530698,,,,,,,,,,,1.0,
Q2530893,,,,,,,,,,2.0,96.0,
Q253094,,,,,,,,,,,2.0,
Q2531062,,,,,,,,,,,1.0,
Q253119,,,,,,,,,,4.0,26.0,
Q25315,,,,,,,,,,,1.0,
Q2531686,,,,,,,,,,,1.0,
Q253179,,,,,,,,,,3.0,7.0,
Q253185,,,,,,,,,,,3.0,
Q2531881,,,,,,,,,,,1.0,
Q25319,,,,,,,,,,31.0,83.0,
Q2531917,,,,,,,,,,,1.0,
Q2531968,,,,,,,,,,,6.0,
Q253213,,,,,,,,,,,1.0,
Q2532245,,,,,,,,,,,1.0,
Q2532251,,,,,,,,,,,1.0,
Q2532265,,,,,,,,,,,1.0,
Q2532289,,,,,,,,,,,1.0,
Q2532299,,,,,,,,,,,1.0,
Q2532316,,,,,,,,,,1.0,,
Q2532326,,,,,,,,,,,2.0,
Q253236,,,,,,,,,,,4.0,
Q2532587,,,,,,,,,,,1.0,
Q253267,,,,,,,,,,,1.0,
Q2532702,,,,,,,,,,,3.0,
Q2532795,,,,,,,,,,,7.0,
Q253284,,,,,,,,,,,4.0,
Q253296,,,,,,,,,,,2.0,
Q25330,,,,,,,,,,19.0,88.0,
Q25331,,,,,,,,,,12.0,76.0,
Q253317,,,,,,,,,,,1.0,
Q2533268,,,,,,,,,,,1.0,
Q2533368,,,,,,,,,,,1.0,
Q2533654,,,,,,,,,,,1.0,
Q253371,,,,,,,,,,,3.0,
Q2533756,,,,,,,,,,,1.0,
Q2533844,,,,,,,,,,,1.0,
Q2533865,,,,,,,,,,,1.0,
Q2533908,,,,,,,,,,,1.0,
Q2533932,,,,,,,,,,,1.0,
Q2533953,,,,,,,,,,,1.0,
Q2533977,,,,,,,,,,,1.0,
Q2534015,,,,,,,,,,,1.0,
Q2534024,,,,,,,,,,1.0,1.0,
Q2534054,,,,,,,,,,,1.0,
Q2534173,,,,,,,,,,,1.0,
Q2534188,,,,,,,,,,,1.0,
Q253419,,,,,,,,,,,1.0,
Q2534223,,,,,,,,,,,2.0,
Q2534255,,,,,,,,,,,1.0,
Q2534322,,,,,,,,,,1.0,,
Q253436,,,,,,,,,,1.0,,
Q253445,,,,,,,,,,,5.0,
Q2534604,,,,,,,,,,,1.0,
Q2534635,,,,,,,,,,,1.0,
Q2534686,,,,,,,,,,,3.0,
Q253472,,,,,,,,,,1.0,1.0,
Q2534779,,,,,,,,,,,1.0,
Q2534901,,,,,,,,,,,2.0,
Q2534946,,,,,,,,,,,1.0,
Q2534956,,,,,,,,,,1.0,,
Q253496,,,,,,,,,,,1.0,
Q2534965,,,,,,,,,,,1.0,
Q253508,,,,,,,,,,1.0,,
Q253521,,,,,,,,,,,1.0,
Q253554,,,,,,,,,,,1.0,
Q2535566,,,,,,,,,,,1.0,
Q2535651,,,,,,,,,,1.0,,
Q253574,,,,,,,,,,,1.0,
Q2536016,,,,,,,,,,,4.0,
Q253609,,,,,,,,,,,2.0,
Q2536103,,,,,,,,,,,6.0,
Q25362,,,,,,,,,,1.0,,
Q253631,,,,,,,,,,,1.0,
Q253635,,,,,,,,,,,2.0,
Q253638,,,,,,,,,,,2.0,
Q253639,,,,,,,,,,,11.0,
Q253653,,,,,,,,,,,1.0,
Q2536534,,,,,,,,,,,1.0,
Q2536571,,,,,,,,,,,1.0,
Q2536593,,,,,,,,,,,2.0,
Q2536739,,,,,,,,,,,1.0,
Q2536779,,,,,,,,,,,2.0,
Q2536810,,,,,,,,,,1.0,5.0,
Q2536826,,,,,,,,,,,4.0,
Q2536847,,,,,,,,,,,2.0,
Q2536859,,,,,,,,,,1.0,3.0,
Q2536864,,,,,,,,,,1.0,1.0,
Q2536875,,,,,,,,,,,2.0,
Q2536885,,,,,,,,,,,1.0,
Q2536900,,,,,,,,,,,1.0,
Q2536910,,,,,,,,,,,1.0,
Q2536918,,,,,,,,,,,1.0,
Q2536927,,,,,,,,,,,1.0,
Q2536948,,,,,,,,,,,3.0,
Q2536955,,,,,,,,,,,1.0,
Q253696,,,,,,,,,,,5.0,
Q2536964,,,,,,,,,,,1.0,
Q2536988,,,,,,,,,,1.0,3.0,
Q2537019,,,,,,,,,,,1.0,
Q2537108,,,,,,,,,,,3.0,
Q253721,,,,,,,,,,,3.0,
Q2537220,,,,,,,,,,,1.0,
Q253760,,,,,,,,,,,9.0,
Q253768,,,,,,,,,,,1.0,
Q2537810,,,,,,,,,,,1.0,
Q2537865,,,,,,,,,,,1.0,
Q253792,,,,,,,,,,,1.0,
Q25381,,,,,,,,,,,3.0,
Q253819,,,,,,,,,,1.0,1.0,
Q2538204,,,,,,,,,,,1.0,
Q2538228,,,,,,,,,,,1.0,
Q2538253,,,,,,,,,,,1.0,
Q2538299,,,,,,,,,,,1.0,
Q2538346,,,,,,,,,,,1.0,
Q2538358,,,,,,,,,,,1.0,
Q2538361,,,,,,,,,,,1.0,
Q2538400,,,,,,,,,,,3.0,
Q2538429,,,,,,,,,,,1.0,
Q253851,,,,,,,,,,,1.0,
Q2538511,,,,,,,,,,,4.0,
Q2538540,,,,,,,,,,1.0,2.0,
Q2538655,,,,,,,,,,,1.0,
Q2538666,,,,,,,,,,,1.0,
Q253867,,,,,,,,,,,1.0,
Q253881,,,,,,,,,,,2.0,
Q2538840,,,,,,,,,,,1.0,
Q25389,,,,,,,,,,1.0,7.0,
Q25390,,,,,,,,,,7.0,62.0,
Q253903,,,,,,,,,,,1.0,
Q2539054,,,,,,,,,,1.0,4.0,
Q2539175,,,,,,,,,,1.0,5.0,
Q2539195,,,,,,,,,,1.0,1.0,
Q253922,,,,,,,,,,,1.0,
Q253940,,,,,,,,,,,2.0,
Q25395,,,,,,,,,,51.0,310.0,
Q2539509,,,,,,,,,,,1.0,
Q253957,,,,,,,,,,,1.0,
Q2539627,,,,,,,,,,,1.0,
Q253971,,,,,,,,,,1.0,3.0,
Q2539829,,,,,,,,,,,1.0,
Q253987,,,,,,,,,,,1.0,
Q253989,,,,,,,,,,,4.0,
Q2539903,,,,,,,,,,,1.0,
Q2540118,,,,,,,,,,,1.0,
Q254012,,,,,,,,,,,3.0,
Q2540234,,,,,,,,,,,1.0,
Q25403,,,,,,,,,,,1.0,
Q2540361,,,,,,,,,,1.0,1.0,
Q2540442,,,,,,,,,,1.0,,
Q2540461,,,,,,,,,,,5.0,
Q2540492,,,,,,,,,,1.0,2.0,
Q2540770,,,,,,,,,,,2.0,
Q2540792,,,,,,,,,,,1.0,
Q25409,,,,,,,,,,20.0,90.0,
Q2540948,,,,,,,,,,,1.0,
Q2540968,,,,,,,,,,,1.0,
Q2540984,,,,,,,,,,,1.0,
Q2540985,,,,,,,,,,,1.0,
Q2540986,,,,,,,,,,,1.0,
Q25410,,,,,,,,,,10.0,41.0,
Q2541035,,,,,,,,,,,4.0,
Q254107,,,,,,,,,,1.0,18.0,
Q25411,,,,,,,,,,8.0,57.0,
Q2541109,,,,,,,,,,,2.0,
Q2541117,,,,,,,,,,1.0,,
Q2541156,,,,,,,,,,,2.0,
Q2541161,,,,,,,,,,,1.0,
Q25412,,,,,,,,,,8.0,30.0,
Q2541237,,,,,,,,,,,1.0,
Q25413,,,,,,,,,,6.0,29.0,
Q254139,,,,,,,,,,1.0,7.0,
Q2541476,,,,,,,,,,,1.0,
Q254148,,,,,,,,,,1.0,,
Q2541492,,,,,,,,,,,1.0,
Q2541496,,,,,,,,,,,1.0,
Q2541498,,,,,,,,,,,2.0,
Q25415,,,,,,,,,,5.0,47.0,
Q25416,,,,,,,,,,28.0,105.0,
Q254165,,,,,,,,,,,6.0,
Q254171,,,,,,,,,,,1.0,
Q2541738,,,,,,,,,,,1.0,
Q2541790,,,,,,,,,,,1.0,
Q2541978,,,,,,,,,,,1.0,
Q2542048,,,,,,,,,,,1.0,
Q2542063,,,,,,,,,,,1.0,
Q2542076,,,,,,,,,,,2.0,
Q254221,,,,,,,,,,2.0,13.0,
Q2542326,,,,,,,,,,,1.0,
Q2542345,,,,,,,,,,1.0,,
Q254243,,,,,,,,,,,1.0,
Q254244,,,,,,,,,,1.0,1.0,
Q2542521,,,,,,,,,,,1.0,
Q2542588,,,,,,,,,,,1.0,
Q254271,,,,,,,,,,,4.0,
Q2542731,,,,,,,,,,2.0,3.0,
Q2542816,,,,,,,,,,,1.0,
Q25430,,,,,,,,,,2.0,8.0,
Q2543104,,,,,,,,,,,2.0,
Q2543206,,,,,,,,,,,1.0,
Q2543282,,,,,,,,,,,1.0,
Q2543287,,,,,,,,,,,1.0,
Q2543385,,,,,,,,,,,1.0,
Q2543489,,,,,,,,,,,2.0,
Q254356,,,,,,,,,,,9.0,
Q2543653,,,,,,,,,,,1.0,
Q2543727,,,,,,,,,,,1.0,
Q2543754,,,,,,,,,,,1.0,
Q2543761,,,,,,,,,,,4.0,
Q254398,,,,,,,,,,2.0,1.0,
Q2544149,,,,,,,,,,,2.0,
Q2544199,,,,,,,,,,,1.0,
Q2544240,,,,,,,,,,1.0,,
Q254428,,,,,,,,,,3.0,3.0,
Q2544386,,,,,,,,,,,1.0,
Q25444,,,,,,,,,,3.0,28.0,
Q2544411,,,,,,,,,,,1.0,
Q2544562,,,,,,,,,,,1.0,
Q2544755,,,,,,,,,,,1.0,
Q2544796,,,,,,,,,,,1.0,
Q2544864,,,,,,,,,,2.0,,
Q2544978,,,,,,,,,,,2.0,
Q254501,,,,,,,,,,,1.0,
Q2545077,,,,,,,,,,,1.0,
Q2545183,,,,,,,,,,,1.0,
Q254519,,,,,,,,,,,1.0,
Q2545261,,,,,,,,,,,1.0,
Q254537,,,,,,,,,,,2.0,
Q2545445,,,,,,,,,,,1.0,
Q2545540,,,,,,,,,,1.0,,
Q2545676,,,,,,,,,,,1.0,
Q25457,,,,,,,,,,2.0,19.0,
Q2545812,,,,,,,,,,,1.0,
Q2545885,,,,,,,,,,,1.0,
Q254590,1.0,,,,,,,,,,,
Q254609,,,,,,,,,,,1.0,
Q2546289,,,,,,,,,,,1.0,
Q2546427,,,,,,,,,,,1.0,
Q254649,,,,,,,,,,,10.0,
Q2546657,,,,,,,,,,,1.0,
Q2546677,,,,,,,,,,,1.0,
Q2546766,,,,,,,,,,,1.0,
Q2546789,,,,,,,,,,1.0,,
Q2547235,,,,,,,,,,,1.0,
Q2547485,,,,,,,,,,,1.0,
Q25475,,,,,,,,,,7.0,66.0,
Q254754,,,,,,,,,,,1.0,
Q2547610,,,,,,,,,,,1.0,
Q254767,,,,,,,,,,,3.0,
Q2547707,,,,,,,,,,,2.0,
Q254774,,,,,,,,,,1.0,2.0,
Q254786,,,,,,,,,,,1.0,
Q254799,,,,,,,,,,,1.0,
Q254801,,,,,,,,,,,1.0,
Q2548014,,,,,,,,,,,1.0,
Q2548074,,,,,,,,,,1.0,1.0,
Q2548165,,,,,,,,,,,2.0,
Q254829,,,,,,,,,,,4.0,
Q254835,,,,,,,,,,2.0,2.0,
Q2548450,,,,,,,,,,,1.0,
Q2548510,,,,,,,,,,,2.0,
Q254856,,,,,,,,,,,1.0,
Q254861,,,,,,,,,,1.0,,
Q254871,,,,,,,,,,,1.0,
Q2548751,,,,,,,,,,,2.0,
Q2548846,,,,,,,,,,,1.0,
Q254897,,,,,,,,,,,1.0,
Q2548973,,,,,,,,,,,10.0,
Q2549019,,,,,,,,,,1.0,,
Q2549044,,,,,,,,,,,1.0,
Q2549096,,,,,,,,,,,1.0,
Q254928,,,,,,,,,,,5.0,
Q2549280,,,,,,,,,,,3.0,
Q2549284,,,,,,,,,,1.0,,
Q2549304,,,,,,,,,,,1.0,
Q2549311,,,,,,,,,,,1.0,
Q2549374,,,,,,,,,,,1.0,
Q2549410,,,,,,,,,,,1.0,
Q2549518,,,,,,,,,,1.0,,
Q254953,,,,,,,,,,,1.0,
Q2549654,,,,,,,,,,1.0,,
Q2549660,,,,,,,,,,,1.0,
Q254974,,,,,,,,,,,2.0,
Q2549817,,,,,,,,,,,1.0,
Q254989,,,,,,,,,,,1.0,
Q254990,,,,,,,,,,1.0,2.0,
Q2549934,,,,,,,,,,,1.0,
Q255003,,,,,,,,,,,1.0,
Q255012,,,,,,,,,,1.0,13.0,
Q2550122,,,,,,,,,,,1.0,
Q255019,,,,,,,,,,,2.0,
Q2550242,,,,,,,,,,,1.0,
Q255058,,,,,,,,,,,1.0,
Q2550676,,,,,,,,,,,5.0,
Q2550761,,,,,,,,,,,1.0,
Q2550996,,,,,,,,,,,1.0,
Q255105,,,,,,,,,,11.0,35.0,
Q25512,,,,,,,,,,,3.0,
Q2551267,,,,,,,,,,,1.0,
Q2551418,,,,,,,,,,,1.0,
Q2551444,,,,,,,,,,,1.0,
Q255148,,,,,,,,,,,1.0,
Q255149,,,,,,,,,,,1.0,
Q255161,,,,,,,,,,,1.0,
Q255175,,,,,,,,,,,7.0,
Q255187,,,,,,,,,,,1.0,
Q2551894,,,,,,,,,,,3.0,
Q2551945,,,,,,,,,,,1.0,
Q255201,,,,,,,,,,,5.0,
Q255206,,,,,,,,,,1.0,2.0,
Q2552130,,,,,,,,,,,1.0,
Q2552252,,,,,,,,,,,1.0,
Q255235,,,,,,,,,,,2.0,
Q2552430,,,,,,,,,,,2.0,
Q2552519,,,,,,,,,,,1.0,
Q2552583,,,,,,,,,,,1.0,
Q2552676,,,,,,,,,,,1.0,
Q2552792,,,,,,,,,,,2.0,
Q2552868,,,,,,,,,,,1.0,
Q2552894,,,,,,,,,,,1.0,
Q255292,,,,,,,,,,,1.0,
